OBJECTID,province,district,ORIG_FID,X_coordinate,Y_coordinate
1,Çanakkale,Çan,1,26.9952812194824,40.0399208068848
2,Çanakkale,Ayvacık,2,26.3714199066162,39.5867881774902
3,Çanakkale,Bayramiç,3,26.6850700378418,39.8460845947266
4,Çanakkale,Biga,4,27.2247200012207,40.2771263122559
5,Çanakkale,Bozcaada,5,26.0339508056641,39.8257064819336
6,Çanakkale,Eceabat,6,26.328784942627,40.2370529174805
7,Çanakkale,Ezine,7,26.2910499572754,39.798210144043
8,Çanakkale,Gökçeada,8,25.8399467468262,40.1614875793457
9,Çanakkale,Gelibolu,9,26.7594680786133,40.5459594726563
10,Çanakkale,Lapseki,10,26.7867393493652,40.2693023681641
11,Çanakkale,Merkez,11,26.4906311035156,40.0513610839844
12,Çanakkale,Yenice,12,27.2870140075684,39.9535293579102
13,Çankiri,Çerkeş,13,32.8161964416504,40.831111907959
14,Çankiri,Atkaracalar,14,33.1337471008301,40.854305267334
15,Çankiri,Şabanözü,15,33.2725372314453,40.4793510437012
16,Çankiri,Bayramören,16,33.223575592041,41.0001411437988
17,Çankiri,Eldivan,17,33.5060691833496,40.5077819824219
18,Çankiri,Ilgaz,18,33.6974220275879,40.9323463439941
19,Çankiri,Kızılırmak,19,33.9952850341797,40.3684997558594
20,Çankiri,Korgun,20,33.4973220825195,40.7180976867676
21,Çankiri,Kurşunlu,21,33.3516731262207,40.8353729248047
22,Çankiri,Merkez,22,33.7720489501953,40.5204925537109
23,Çankiri,Orta,23,33.0937347412109,40.6380310058594
24,Çankiri,Yapraklı,24,33.9512252807617,40.7240600585938
25,Çorum,İskilip,25,34.4457664489746,40.7947540283203
26,Çorum,Alaca,26,34.9114456176758,40.158992767334
27,Çorum,Bayat,27,34.2124328613281,40.6708831787109
28,Çorum,Boğazkale,28,34.5917282104492,40.0569610595703
29,Çorum,Dodurga,29,34.7728500366211,40.8415565490723
30,Çorum,Kargı,30,34.5040512084961,41.1350784301758
31,Çorum,Laçin,31,34.9209213256836,40.7647972106934
32,Çorum,Mecitözü,32,35.2757110595703,40.4831809997559
33,Çorum,Merkez,33,34.8754692077637,40.4897537231445
34,Çorum,Oğuzlar,34,34.6582565307617,40.7886962890625
35,Çorum,Ortaköy,35,35.263298034668,40.2708358764648
36,Çorum,Osmancık,36,34.8449325561523,41.0069313049316
37,Çorum,Sungurlu,37,34.3226776123047,40.1950759887695
38,Çorum,Uğurludağ,38,34.4479484558105,40.4642868041992
39,Adana,İmamoğlu,39,35.6081657409668,37.259449005127
40,Adana,Aladağ,40,35.3877830505371,37.6666412353516
41,Adana,Ceyhan,41,35.768196105957,37.0118865966797
42,Adana,Feke,42,35.8217544555664,37.8714942932129
43,Adana,Karaisali,43,35.1428871154785,37.259147644043
44,Adana,Karataş,44,35.229133605957,36.6759796142578
45,Adana,Kozan,45,35.8409423828125,37.5368156433105
46,Adana,Pozantı,46,34.984302520752,37.5464820861816
47,Adana,Saimbeyli,47,36.1343650817871,37.9890060424805
48,Adana,Seyhan,48,35.1789817810059,36.9127616882324
49,Adana,Tufanbeyli,49,36.2612419128418,38.2709274291992
50,Adana,Yüreğir,50,35.4219665527344,36.9702224731445
51,Adana,Yumurtalık,51,35.6136283874512,36.7105712890625
52,Adiyaman,Çelikhan,52,38.3210144042969,38.0585861206055
53,Adiyaman,Besni,53,37.9021110534668,37.5809860229492
54,Adiyaman,Gölbaşı,54,37.598072052002,37.6982727050781
55,Adiyaman,Gerger,55,38.9931869506836,38.024341583252
56,Adiyaman,Kahta,56,38.6943397521973,37.7995147705078
57,Adiyaman,Merkez,57,38.2612838745117,37.7084159851074
58,Adiyaman,Samsat,58,38.4911842346191,37.5657043457031
59,Adiyaman,Sincik,59,38.5504150390625,38.040168762207
60,Adiyaman,Tut,60,37.9227828979492,37.794750213623
61,Afyon,İhsaniye,61,30.4699440002441,39.0295562744141
62,Afyon,İscehisar,62,30.7829933166504,38.9253883361816
63,Afyon,Çay,63,30.9829902648926,38.5200538635254
64,Afyon,Çobanlar,64,30.8276653289795,38.6850509643555
65,Afyon,Şuhut,65,30.6000518798828,38.4533309936523
66,Afyon,Başmakçı,66,30.0094795227051,37.867488861084
67,Afyon,Bayat,67,30.9254245758057,39.0251083374023
68,Afyon,Bolvadin,68,31.2193565368652,38.7749137878418
69,Afyon,"Dazkırı

",69,29.7832412719727,37.9193153381348
70,Afyon,Dinar,70,30.2505378723145,38.1396331787109
71,Afyon,Emirdağ,71,31.3402137756348,39.0282669067383
72,Afyon,Evciler,72,29.8711757659912,38.032600402832
73,Afyon,Hocalar,73,29.9492835998535,38.5802421569824
74,Afyon,Kızılören,74,30.1560020446777,38.2619934082031
75,Afyon,Merkez,75,30.5367050170898,38.7853775024414
76,Afyon,Sandıklı,76,30.1802787780762,38.4514007568359
77,Afyon,Sincanlı,77,30.2542037963867,38.7461357116699
78,Afyon,Sultandağı,78,31.4149608612061,38.6074295043945
79,Agri,Diyadin,79,43.6174774169922,39.477840423584
80,Agri,Doğubeyazıt,80,44.0361938476562,39.5777244567871
81,Agri,Eleşkirt,81,42.6912307739258,39.8251037597656
82,Agri,Hamur,82,43.0881004333496,39.501335144043
83,Agri,Merkez,83,43.1724357604981,39.8119163513184
84,Agri,Patnos,84,42.9133148193359,39.2166137695312
85,Agri,Taşlıçay,85,43.3847732543945,39.5895919799805
86,Agri,Tutak,86,42.7201805114746,39.5082092285156
87,Aksaray,Ağaçören,87,33.8406639099121,38.6513938903809
88,Aksaray,Eskil,88,33.4220237731934,38.2193603515625
89,Aksaray,Gülağaç,89,34.3206100463867,38.3629493713379
90,Aksaray,Güzelyurt,90,34.3228187561035,38.2309265136719
91,Aksaray,Merkez,91,33.865535736084,38.2844085693359
92,Aksaray,Ortaköy,92,34.1330299377441,38.6171875
93,Aksaray,"Sarıyahşi

",93,34.0372543334961,38.8577308654785
94,Amasya,Göynücek,94,35.5383758544922,40.3586730957031
95,Amasya,Gümüşhacıköy,95,35.210620880127,40.9096984863281
96,Amasya,Hamamözü,96,35.1207046508789,40.7600479125977
97,Amasya,Merkez,97,35.8973159790039,40.6083068847656
98,Amasya,Merzifon,98,35.4541778564453,40.8178405761719
99,Amasya,Suluova,99,35.7469100952148,40.7780952453613
100,Amasya,Taşova,100,36.2854995727539,40.7649726867676
101,Ankara,Çamlıdere,101,32.441780090332,40.4645462036133
102,Ankara,Çankaya,102,32.833553314209,39.8782768249512
103,Ankara,Çubuk,103,33.0231552124023,40.2671394348145
104,Ankara,Akyurt,104,33.1613616943359,40.0608329772949
105,Ankara,Altındağ,105,32.9961471557617,39.9833908081055
106,Ankara,Ayaş,106,32.2911262512207,40.0083465576172
107,Ankara,Şultan Koçhisar,107,33.549015045166,38.9536933898926
108,Ankara,Bala,108,33.0959281921387,39.5094184875488
109,Ankara,Beypazarı,109,31.9286918640137,40.1486282348633
110,Ankara,Elmadağ,110,33.3001518249512,39.8775749206543
111,Ankara,Etimesgut,111,32.6259574890137,39.9101066589355
112,Ankara,Evren,112,33.8227844238281,38.9788131713867
113,Ankara,Gölbaşı,113,32.8128204345703,39.6426200866699
114,Ankara,Güdül,114,32.2419357299805,40.2140769958496
115,Ankara,Haymana,115,32.5935668945313,39.3185195922852
116,Ankara,Kızılcahamam,116,32.6636962890625,40.4436645507812
117,Ankara,Kalecik,117,33.4550399780273,40.1585426330566
118,Ankara,Kazan,118,32.6496658325195,40.1435279846191
119,Ankara,Keçiören,119,32.8264999389648,40.0538597106934
120,Ankara,Mamak,120,33.0102157592773,39.8676414489746
121,Ankara,Nallıhan,121,31.316427230835,40.1817588806152
122,Ankara,Polatlı,122,32.169319152832,39.5147399902344
123,Ankara,"Sincan

",123,32.5007362365723,39.9539566040039
124,Ankara,Yenimahalle,124,32.6565399169922,39.8842658996582
125,Antalya,İbradi,125,31.5628852844238,37.1485137939453
126,Antalya,Akseki,126,31.8479309082031,37.0533752441406
127,Antalya,Alanya,127,32.2019538879395,36.5875549316406
128,Antalya,Elmalı,128,29.8883247375488,36.7360038757324
129,Antalya,Finike,129,30.030912399292,36.433422088623
130,Antalya,Gündoğmuş,130,32.0749092102051,36.8219528198242
131,Antalya,Gazipaşa,131,32.4811706542969,36.3246116638184
132,Antalya,Kaş,132,29.5986328125,36.3790740966797
133,Antalya,Kale,133,29.9107456207275,36.2752113342285
134,Antalya,Kemer,134,30.4749927520752,36.5369262695312
135,Antalya,Korkuteli,135,30.177734375,37.0524520874023
136,Antalya,Kumluca,136,30.2855529785156,36.5240364074707
137,Antalya,Manavgat,137,31.3691921234131,37.0231742858887
138,Antalya,Merkez,138,30.6362457275391,36.9786033630371
139,Antalya,Serik,139,31.01540184021,37.0959854125977
140,Ardahan,Çıldır,140,43.0966491699219,41.156925201416
141,Ardahan,Damal,141,42.8466567993164,41.3615455627441
142,Ardahan,Göle,142,42.6281089782715,40.8373489379883
143,Ardahan,Hanak,143,42.7727546691895,41.2608261108398
144,Ardahan,Merkez,144,42.6955070495606,41.064582824707
145,Ardahan,Posof,145,42.6896591186523,41.4692192077637
146,Artvin,Ardanuç,146,42.1399917602539,41.0884552001953
147,Artvin,Arhavi,147,41.3541221618652,41.2343597412109
148,Artvin,Şavşat,148,42.303279876709,41.3229331970215
149,Artvin,Borçka,149,41.780632019043,41.3806304931641
150,Artvin,Hopa,150,41.4717559814453,41.3985748291016
151,Artvin,Merkez,151,41.8290100097656,41.1435470581055
152,Artvin,Murgul,152,41.5357704162598,41.1983985900879
153,Artvin,Yusufeli,153,41.5809326171875,40.8329963684082
154,Aydin,İncirliova,154,27.7412719726563,37.8822364807129
155,Aydin,Çine,155,28.0340824127197,37.6106071472168
156,Aydin,Bozdoğan,156,28.410587310791,37.6664505004883
157,Aydin,Buharkent,157,28.791919708252,37.9963569641113
158,Aydin,Didim,158,27.3062725067139,37.4387245178223
159,Aydin,Germencik,159,27.5580215454102,37.8907890319824
160,Aydin,Köşk,160,28.1067447662353,37.9426574707031
161,Aydin,Karacasu,161,28.677806854248,37.7359733581543
162,Aydin,Karpuzlu,162,27.8112888336182,37.5411605834961
163,Aydin,Koçarlı,163,27.6926136016846,37.6914672851562
164,Aydin,Kuşadası,164,27.3102798461914,37.8081321716309
165,Aydin,Kuyucak,165,28.6413516998291,37.9551620483398
166,Aydin,Merkez,166,27.9487342834473,37.8607597351074
167,Aydin,Nazilli,167,28.4372158050537,37.9647369384766
168,Aydin,Söke,168,27.3841762542725,37.6471099853516
169,Aydin,Sultanhisar,169,28.2314128875732,37.9203491210937
170,Aydin,Yenipazar,170,28.1959190368652,37.7914161682129
171,Balikesir,İvrindi,171,27.4221973419189,39.520206451416
172,Balikesir,Ayvalık,172,26.792423248291,39.2846603393555
173,Balikesir,Balya,173,27.5719127655029,39.7884788513184
174,Balikesir,Bandırma,174,27.9902534484863,40.2757682800293
175,Balikesir,Bigadiç,175,28.2210254669189,39.417552947998
176,Balikesir,Burhaniye,176,27.0260334014893,39.4592094421387
177,Balikesir,Dursunbey,177,28.6344089508057,39.5193252563477
178,Balikesir,Edremit,178,26.9361362457275,39.6725654602051
179,Balikesir,Erdek,179,27.8533134460449,40.4600982666016
180,Balikesir,Gömeç,180,26.9137554168701,39.3773956298828
181,Balikesir,Gönen,181,27.6498832702637,40.1183090209961
182,Balikesir,Havran,182,27.2073287963867,39.6036415100098
183,Balikesir,Kepsut,183,28.2473926544189,39.6936721801758
184,Balikesir,Manyas,184,27.9368648529053,40.0479927062988
185,Balikesir,Marmara,185,27.604061126709,40.5852012634277
186,Balikesir,Merkez,186,27.8698062896729,39.639274597168
187,Balikesir,Sındırgı,187,28.2624626159668,39.2221908569336
188,Balikesir,Savaştepe,188,27.6433506011963,39.440113067627
189,Balikesir,Susurluk,189,28.1324825286865,39.9054145812988
190,Bartın,Amasra,190,32.3981628417969,41.6996231079102
191,Bartın,Kurucaşile,191,32.6070137023926,41.7709770202637
192,Bartın,Merkez,192,32.3526420593262,41.5199584960938
193,Bartın,Ulus,193,32.6272621154785,41.4984512329102
194,Batman,Beşiri,194,41.4157867431641,37.9057884216309
195,Batman,Gercüş,195,41.3234176635742,37.6462097167969
196,Batman,Hasankeyf,196,41.5331115722656,37.7209091186523
197,Batman,Kozluk,197,41.4741477966309,38.1840629577637
198,Batman,Merkez,198,41.2153625488281,37.8477096557617
199,Batman,Sason,199,41.4281997680664,38.3943557739258
200,Bayburt,Aydıntepe,200,40.1551170349121,40.406681060791
201,Bayburt,Demirözü,201,39.8470726013184,40.0868530273438
202,Bayburt,Merkez,202,40.3172836303711,40.2352638244629
203,Bilecik,İnhisar,203,30.4332904815674,40.0544776916504
204,Bilecik,Bozüyük,204,29.9255619049072,39.8499298095703
205,Bilecik,Gölpazarı,205,30.3282222747803,40.2869033813477
206,Bilecik,Merkez,206,29.9505443572998,40.1837387084961
207,Bilecik,Osmaneli,207,29.9845924377441,40.3913345336914
208,Bilecik,Pazaryeri,208,29.8366470336914,40.0280532836914
209,Bilecik,Söğüt,209,30.2270030975342,40.036262512207
210,Bilecik,Yenipazar,210,30.562068939209,40.2225685119629
211,Bingöl,Adaklı,211,40.5999450683594,39.2653541564941
212,Bingöl,Genç,212,40.6719398498535,38.6799964904785
213,Bingöl,Karlıova,213,40.979434967041,39.2881393432617
214,Bingöl,Kiğı,214,40.346134185791,39.2806854248047
215,Bingöl,Merkez,215,40.5766983032227,38.9565353393555
216,Bingöl,Solhan,216,41.0824127197266,38.9408226013184
217,Bingöl,Yayladere,217,40.1390380859375,39.2142601013184
218,Bingöl,Yedisu,218,40.6417045593262,39.4550704956055
219,Bitlis,Adilcevaz,219,42.884090423584,38.8437843322754
220,Bitlis,Ahlat,220,42.3310470581055,38.8080444335937
221,Bitlis,Güroymak,221,42.0681343078613,38.585132598877
222,Bitlis,"Hizan

",222,42.5794563293457,38.1729698181152
223,Bitlis,Merkez,223,42.0867347717285,38.3017082214355
224,Bitlis,Mutki,224,41.7814865112305,38.4264106750488
225,Bitlis,Tatvan,225,42.5182838439941,38.5180015563965
226,Bolu,Dörtdivan,226,32.0153007507324,40.6255683898926
227,Bolu,Göynük,227,30.8314380645752,40.3552665710449
228,Bolu,Gerede,228,32.2894248962402,40.6775016784668
229,Bolu,Kıbrıscık,229,31.8882236480713,40.4577293395996
230,Bolu,Mengen,230,31.9909572601318,40.9399108886719
231,Bolu,Merkez,231,31.6731414794922,40.7207336425781
232,Bolu,Mudurnu,232,31.2171535491943,40.5182876586914
233,Bolu,Seben,233,31.5840454101563,40.4369697570801
234,Bolu,Yeniçağa,234,31.9921951293945,40.8093757629395
235,Burdur,Çavdır,235,29.7194061279297,37.1299934387207
236,Burdur,Çeltikçi,236,30.4469356536865,37.5442962646484
237,Burdur,Ağlasun,237,30.5932102203369,37.6319465637207
238,Burdur,Altınyayla,238,29.5441398620605,37.0417404174805
239,Burdur,Bucak,239,30.5887756347656,37.378589630127
240,Burdur,Gölhisar,240,29.5221462249756,37.1884574890137
241,Burdur,Karamanlı,241,29.8509140014648,37.4039039611816
242,Burdur,Kemer,242,30.1048107147217,37.373950958252
243,Burdur,Merkez,243,30.2261638641357,37.6282157897949
244,Burdur,Tefenni,244,29.7735862731934,37.2930488586426
245,Burdur,Yeşilova,245,29.7847747802734,37.5908737182617
246,Bursa,İnegöl,246,29.5227699279785,40.0349884033203
247,Bursa,İznik,247,29.6817302703857,40.4896583557129
248,Bursa,Büyükorhan,248,28.8407611846924,39.7422256469727
249,Bursa,Gürsu,249,29.1791954040527,40.265064239502
250,Bursa,Gemlik,250,29.1507701873779,40.4330863952637
251,Bursa,Harmancık,251,29.1103992462158,39.6542091369629
252,Bursa,Karacabey,252,28.3662605285645,40.2506141662598
253,Bursa,Keles,253,29.2223224639893,39.8908805847168
254,Bursa,Kestel,254,29.2548427581787,40.1892051696777
255,Bursa,Mudanya,255,28.7612571716309,40.3294219970703
256,Bursa,Mustafa Kemalpaşa,256,28.5125293731689,39.9758949279785
257,Bursa,Nilüfer,257,28.8905982971191,40.2220420837402
258,Bursa,Orhaneli,258,28.9166526794434,39.9262962341309
259,Bursa,Orhangazi,259,29.3501148223877,40.4687690734863
260,Bursa,Osmangazi,260,29.0701904296875,40.0818328857422
261,Bursa,Yıldırım,261,29.0851249694824,40.1844902038574
262,Bursa,Yenişehir,262,29.5914096832275,40.2803192138672
263,Düzce,Çilimli,263,31.0926151275635,40.9094390869141
264,Düzce,Akçakoca,264,31.2033157348633,41.0457801818848
265,Düzce,Cumayeri,265,30.9782695770264,40.9170036315918
266,Düzce,Gölyaka,266,31.0446929931641,40.7516326904297
267,Düzce,Gümüşova,267,30.9661178588867,40.8402824401856
268,Düzce,Kaynaşlı,268,31.2765369415283,40.7372779846191
269,Düzce,Merkez,269,31.2604198455811,40.8908653259277
270,Düzce,Yığılca,270,31.5333766937256,40.9677124023438
271,Denizli,Çal,271,29.352445602417,38.0222663879395
272,Denizli,Çameli,272,29.2336254119873,37.0175552368164
273,Denizli,Çardak,273,29.6948394775391,37.7505149841309
274,Denizli,Çivril,274,29.7780933380127,38.2222747802734
275,Denizli,Acıpayam,275,29.3339653015137,37.3393325805664
276,Denizli,Akköy,276,29.0860271453857,37.9410400390625
277,Denizli,Babadağ,277,28.8980369567871,37.7711143493652
278,Denizli,Baklan,278,29.5456275939941,37.9245948791504
279,Denizli,Bekilli,279,29.4363498687744,38.1874694824219
280,Denizli,Beyağaç,280,28.9225463867187,37.245002746582
281,Denizli,Bozkurt,281,29.5410251617432,37.740665435791
282,Denizli,Buldan,282,28.8761520385742,38.0958709716797
283,Denizli,Güney,283,29.0638732910156,38.1427230834961
284,Denizli,Honaz,284,29.3290405273437,37.7341728210449
285,Denizli,Kale,285,28.7491283416748,37.4376640319824
286,Denizli,Merkez,286,29.1323413848877,37.7937240600586
287,Denizli,Sarayköy,287,28.9128856658936,37.898365020752
288,Denizli,Serinhisar,288,29.2811412811279,37.5528182983398
289,Denizli,"Tavas

",289,29.0142192840576,37.4642105102539
290,Diyarbakir,Çınar,290,40.1871185302734,37.7125511169434
291,Diyarbakir,Çüngüş,291,39.3086204528809,38.2668914794922
292,Diyarbakir,Çermik,292,39.4631843566894,38.0889472961426
293,Diyarbakir,Bismil,293,40.8033256530762,37.8993988037109
294,Diyarbakir,Dicle,294,40.1146430969238,38.3824729919434
295,Diyarbakir,Eğil,295,40.1398620605469,38.2167587280273
296,Diyarbakir,Ergani,296,39.7566566467285,38.1591987609863
297,Diyarbakir,Hani,297,40.4253234863281,38.3959426879883
298,Diyarbakir,Hazro,298,40.78369140625,38.2605209350586
299,Diyarbakir,Kocaköy,299,40.5385360717773,38.2537231445312
300,Diyarbakir,Kulp,300,41.1417198181152,38.5120468139648
301,Diyarbakir,Lice,301,40.6880760192871,38.4639129638672
302,Diyarbakir,Merkez,302,40.2193336486816,38.0110244750977
303,Diyarbakir,Silvan,303,40.9831657409668,38.1609916687012
304,Edirne,İpsala,304,26.4028644561768,40.9256744384766
305,Edirne,Enez,305,26.2009925842285,40.6835746765137
306,Edirne,Havsa,306,26.8392677307129,41.566837310791
307,Edirne,Keşan,307,26.5775947570801,40.7910842895508
308,Edirne,Lalapaşa,308,26.7638397216797,41.9000549316406
309,Edirne,Meriç,309,26.4301624298096,41.1859550476074
310,Edirne,Merkez,310,26.5861015319824,41.6969261169434
311,Edirne,Süleoğlu,311,26.8870792388916,41.7983436584473
312,Edirne,Uzunköprü,312,26.7200584411621,41.2396087646484
